title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Wetlands,2013,2524674.0,6167,3,5.8,12377.0,109,Comedy,Drama,
What If,2013,1486834.0,6083,3,6.8,81795.0,98,Comedy,Romance,
White House Down,2013,2334879.0,4309,2,6.3,236788.0,131,Action,Drama,Thriller
White Lies,2013,2386257.0,8629,3,7.0,574.0,99,Drama,,
"Wine of Summer, The",2013,2066133.0,4715,3,5.2,465.0,90,Comedy,Drama,Romance
Witching and Bitching,2013,2404738.0,4768,3,6.4,15487.0,112,Action,Comedy,Fantasy
"Wolf of Wall Street, The",2013,993846.0,4922,3,8.2,1589903.0,180,Biography,Comedy,Crime
"Wolverine, The",2013,1430132.0,4388,3,6.7,493420.0,126,Action,Sci-Fi,
Words and Pictures,2013,2380331.0,5464,3,6.6,11433.0,111,Comedy,Drama,Romance
World War Z,2013,816711.0,4259,3,7.0,721994.0,116,Action,Adventure,Horror
"World&#39;s End, The",2013,1213663.0,4414,2,6.9,298708.0,109,Action,Comedy,Sci-Fi
Wrong Cops,2013,2166616.0,5670,1,5.9,8222.0,83,Comedy,Crime,
Xi you xiang mo pian (Journey to the West),2013,2017561.0,5457,2,6.7,14012.0,110,Action,Adventure,Comedy
Yeh Jawaani Hai Deewani,2013,2178470.0,8745,3,7.2,51771.0,160,Comedy,Drama,Musical
Yip Man: Jung gik yat jin,2013,2495118.0,5613,3,6.1,11562.0,100,Action,Biography,Drama
Young Detective Dee: Rise of the Sea Dragon,2013,2992146.0,6142,2,6.4,5199.0,134,Action,Adventure,Drama
"Young and Prodigious T.S. Spivet, The",2013,1981107.0,5607,3,7.0,20023.0,105,Adventure,Comedy,Drama
"Zero Theorem, The",2013,2333804.0,5647,0,6.0,49729.0,107,Comedy,Drama,Fantasy
Zipi y Zape y el club de la canica,2013,2388821.0,5225,0,5.5,1074.0,97,Adventure,Comedy,
Zombie Hunter,2013,2446502.0,5001,3,3.5,2816.0,93,Action,Comedy,Horror
"Zoran, il mio nipote scemo",2013,3078718.0,6246,0,6.5,974.0,106,Comedy,Family,
Zum Geburtstag,2013,2865802.0,4604,2,5.5,194.0,85,Drama,Thriller,
rastres de s&aacute;ndal,2013,3521332.0,5992,3,6.6,448.0,95,Drama,,
&#39;71,2014,2614684.0,5159,0,7.2,60312.0,99,Action,Crime,Drama
12 Dog Days Till Christmas,2014,3579698.0,10318,3,4.7,564.0,90,Comedy,Drama,Family
22 Jump St,2014,2294449.0,5663,2,7.0,407358.0,112,Action,Comedy,Crime
3 Days to Kill,2014,2172934.0,5192,3,6.2,97784.0,117,Action,Drama,Thriller
300: Rise of an Empire,2014,1253863.0,5256,1,6.2,316455.0,102,Action,Drama,
5 Flights Up,2014,2933544.0,7036,3,6.2,11247.0,88,Comedy,Drama,
A Brilliant Young Mind,2014,3149038.0,6425,1,7.1,30371.0,111,Drama,Romance,
A Girl Walks Home Alone at Night,2014,2326554.0,6036,3,6.9,38738.0,101,Drama,Horror,Romance
A Long Way Down,2014,458413.0,5346,3,6.3,34675.0,96,Comedy,Drama,
A Million Ways to Die in the West,2014,2557490.0,5517,2,6.1,198927.0,116,Comedy,Western,
A Most Violent Year,2014,2937898.0,6117,3,7.0,77869.0,125,Action,Crime,Drama
A Most Wanted Man,2014,1972571.0,5713,2,6.7,80362.0,122,Crime,Drama,Thriller
A Noite da Virada,2014,4299406.0,6023,3,4.8,261.0,90,Comedy,,
A Walk Among the Tombstones,2014,365907.0,5770,1,6.5,127498.0,114,Action,Crime,Drama
A coup sur,2014,2545186.0,5566,2,4.6,669.0,91,Comedy,,
About Last Night,2014,1826590.0,8340,2,6.0,25145.0,100,Comedy,Romance,
About a Girl,2014,3334794.0,5957,3,6.6,903.0,104,Comedy,Drama,
"Adventurer: The Curse of the Midas Box, The",2014,1376213.0,5207,1,5.5,7243.0,100,Adventure,Family,Fantasy
Alex of Venice,2014,2977090.0,9162,3,5.8,3392.0,86,Drama,,
"Alexander and the Terrible, Horrible, No Good Very Bad Day",2014,1698641.0,5839,3,6.2,46676.0,81,Comedy,Drama,Family
Alles Inklusive,2014,3469518.0,5327,3,5.6,231.0,119,Comedy,Drama,
Aloft,2014,2494384.0,6994,3,5.3,4068.0,112,Drama,,
Amazing Spider-Man 2,2014,1872181.0,5429,1,6.6,539983.0,142,Action,Adventure,Sci-Fi
American Sniper,2014,2179136.0,6118,1,7.3,530882.0,133,Action,Biography,Drama
Amour fou,2014,3003800.0,6743,2,6.3,1757.0,96,Comedy,Drama,
Anatomy of a Love Seen,2014,3546114.0,7203,3,4.7,2751.0,80,Drama,Romance,
Angry Video Game Nerd: The Movie,2014,2123146.0,6400,3,5.4,7611.0,115,Adventure,Comedy,Sci-Fi
Annabelle,2014,3322940.0,5804,3,5.4,175828.0,99,Horror,Mystery,Thriller
Annie,2014,1823664.0,6003,3,5.4,40650.0,118,Comedy,Drama,Family
Appropriate Behavior,2014,3077108.0,6032,3,6.5,4738.0,86,Comedy,Drama,Romance
Ardor,2014,1384925.0,7086,0,5.2,918.0,101,Drama,Western,
As Above So Below,2014,2870612.0,5733,3,6.2,112543.0,93,Horror,Mystery,Thriller
Ask Me Anything,2014,2505294.0,6646,3,6.0,13005.0,100,Drama,,
Atlas Shrugged: Who Is John Galt?,2014,2800038.0,5745,3,4.3,3902.0,99,Drama,Mystery,Sci-Fi
Automata,2014,1971325.0,5892,1,6.0,59452.0,109,Action,Drama,Sci-Fi
Avis de mistral,2014,3013588.0,5790,3,6.6,4097.0,105,Comedy,Drama,Romance
Awesome Asian Bad Guys,2014,3153524.0,9665,1,6.9,111.0,52,Action,Comedy,
"Babadook, The",2014,2321549.0,6011,3,6.8,248164.0,94,Drama,Horror,Mystery
"Bag Man, The",2014,2212008.0,5540,1,5.2,17178.0,108,Action,Crime,Drama
Barbie and the Secret Door,2014,3921852.0,5956,3,5.6,1861.0,81,Animation,Family,
Barefoot,2014,2355495.0,5409,3,6.5,27107.0,90,Comedy,Drama,Romance
Before I Go to Sleep,2014,1726592.0,6185,3,6.3,84344.0,92,Drama,Mystery,Thriller
Before We Go,2014,443465.0,6996,3,6.8,63953.0,95,Comedy,Drama,Romance
Begin Again,2014,1980929.0,5616,3,7.4,167295.0,104,Comedy,Drama,Music
Belle,2014,2404181.0,5449,3,7.3,33191.0,100,Biography,Drama,Romance
Better Living Through Chemistry,2014,1609479.0,7974,1,6.2,15682.0,91,Comedy,Drama,
Beyond the Lights,2014,3125324.0,5817,3,6.8,17443.0,116,Drama,Music,Romance
Big Eyes,2014,1126590.0,6159,3,7.0,99302.0,106,Biography,Crime,Drama
Big Game,2014,2088003.0,6513,0,5.4,35572.0,110,Action,Adventure,Comedy
Big Hero 6,2014,2245084.0,5906,3,7.8,504093.0,102,Action,Adventure,Animation
Big Stone Gap,2014,3254796.0,10180,3,5.7,3333.0,103,Comedy,Family,Mystery
Birdman,2014,2562232.0,5911,3,7.7,667736.0,119,Comedy,Drama,
Black Sea,2014,2261331.0,6423,0,6.4,40946.0,114,Adventure,Drama,Thriller
Blended,2014,1086772.0,5664,3,6.5,145056.0,117,Comedy,Romance,
"Book of Life, The",2014,2262227.0,5850,3,7.2,78237.0,95,Adventure,Animation,Comedy
"Boxtrolls, The",2014,787474.0,5696,2,6.8,61661.0,96,Adventure,Animation,Comedy
Boy Meets Girl,2014,3007302.0,6264,3,7.1,4952.0,95,Comedy,Drama,Romance
Boyhood,2014,1065073.0,5508,3,7.9,367606.0,165,Drama,,
Brick Mansions,2014,1430612.0,5447,3,5.6,44160.0,90,Action,Crime,Thriller
Cake,2014,3442006.0,6128,3,6.4,38919.0,102,Drama,,
Calvary,2014,2234003.0,5620,2,7.4,64462.0,102,Crime,Drama,Mystery
Camp Takota,2014,3097084.0,5349,3,6.6,4607.0,95,Comedy,,
Captain America: The Winter Soldier,2014,1843866.0,5351,3,7.7,901320.0,136,Action,Adventure,Sci-Fi
Cesar Chavez,2014,1621046.0,5345,3,6.4,3626.0,102,Biography,Drama,
Chef,2014,2883512.0,5486,1,7.3,232454.0,114,Adventure,Comedy,Drama
Christmas Under Wraps,2014,4180032.0,10633,3,6.2,6252.0,88,Comedy,Drama,Romance
Citizenfour,2014,4044364.0,5935,1,8.0,58067.0,114,Biography,Documentary,
Cloud 9,2014,2762970.0,10225,3,6.4,5681.0,85,Drama,Family,Sport
Clouds of Sils Maria,2014,2452254.0,5927,3,6.7,31271.0,124,Drama,,
Clown,2014,1780798.0,7280,3,5.7,26374.0,100,Horror,Thriller,
Comet,2014,2965412.0,6607,1,6.7,19692.0,91,Comedy,Drama,Romance
Conducta,2014,3595966.0,8122,3,7.5,1610.0,108,Drama,,
Cooties,2014,2490326.0,6488,1,5.7,28685.0,88,Action,Comedy,Horror
Court,2014,3717068.0,6731,1,7.6,5295.0,116,Drama,,
Creep,2014,2428170.0,7880,0,6.3,68693.0,77,Horror,Thriller,
Cuban Fury,2014,2390237.0,6230,1,6.2,19998.0,98,Comedy,Romance,Sport
Cut Bank,2014,1661820.0,6784,3,6.1,13877.0,93,Crime,Drama,Mystery
Da Sweet Blood of Jesus,2014,3104930.0,7730,3,4.5,1950.0,123,Comedy,Drama,Horror
"Damned Thing, The",2014,3748076.0,7064,1,3.0,258.0,87,Horror,Thriller,
Dark Was the Night,2014,2251281.0,6552,1,5.6,11168.0,99,Drama,Horror,Thriller
Date and Switch,2014,1878942.0,8650,2,5.7,8495.0,91,Comedy,Drama,Romance
Dawn of the Planet of the Apes,2014,2103281.0,5624,1,7.6,478650.0,130,Action,Adventure,Drama
Dead Girls,2014,3560546.0,5633,3,3.3,237.0,91,Horror,Thriller,
Dead Snow 2,2014,2832470.0,5149,3,6.8,26797.0,100,Action,Comedy,Fantasy
Dear White People,2014,2235108.0,5918,3,6.2,26584.0,108,Comedy,Drama,Romance
Deliver Us From Evil,2014,2377322.0,8377,2,6.2,85918.0,118,Crime,Fantasy,Horror
Der Kleine Medicus - Geheimnisvolle Mission im Korper,2014,3832158.0,5899,3,5.1,127.0,78,Animation,Family,
Der Kreis,2014,3148952.0,8560,1,7.3,1694.0,102,Biography,Drama,Romance
Der kleine Drache Kokosnuss,2014,3726220.0,6957,0,4.6,231.0,83,Animation,Family,
"Disappearance of Eleanor Rigby: Her, The",2014,3720788.0,6109,3,6.9,9768.0,100,Drama,Romance,
"Disappearance of Eleanor Rigby: Them, The",2014,3729920.0,5780,3,6.3,13121.0,123,Drama,Romance,
Divergent,2014,1840309.0,5308,3,6.6,490242.0,139,Action,Adventure,Mystery
Dohee-ya,2014,3661798.0,6490,3,6.9,3215.0,119,Drama,,
Dolares de arena (Sand Dollars),2014,3958098.0,8605,3,5.9,554.0,84,Drama,,
Dolphin Tale 2,2014,2978462.0,8327,3,6.4,9820.0,107,Drama,Family,
Dracula Untold,2014,829150.0,8316,0,6.2,208054.0,92,Action,Drama,Fantasy
Draft Day,2014,2223990.0,5442,2,6.8,67370.0,110,Drama,Sport,
"Drop, The",2014,1600196.0,5734,1,7.0,162366.0,106,Crime,Drama,Thriller
Dumb and Dumber 2,2014,2096672.0,8328,3,5.6,145608.0,109,Comedy,,
Dyke Hard,2014,3570168.0,6180,3,4.6,416.0,90,Action,Adventure,Comedy
Earth To Echo,2014,2183034.0,8333,1,5.7,19811.0,91,Adventure,Family,Sci-Fi
East Side Sushi,2014,2340650.0,6491,3,7.1,4596.0,106,Comedy,Drama,Family
Eat with Me,2014,2274604.0,6864,3,6.9,1420.0,95,Comedy,Drama,Romance
Edge of Tomorrow,2014,1631867.0,5529,1,7.9,739435.0,113,Action,Adventure,Sci-Fi
Effie Gray,2014,1605798.0,6476,3,6.0,6856.0,104,Biography,Drama,Romance
Ei Kiitos,2014,2808680.0,6054,2,5.6,603.0,97,Comedy,,
Ein Geschenk der Gotter,2014,3983072.0,5791,3,6.7,248.0,102,Comedy,Drama,
Ek Villain,2014,3175038.0,5599,2,6.6,22683.0,129,Action,Crime,Drama
El Ni&ntilde;o,2014,2093990.0,6158,1,6.4,6515.0,136,Action,Adventure,Crime
"El patr&oacute;n, radiograf&iacute;a de un crimen",2014,3854234.0,10968,1,7.3,2594.0,90,Crime,Drama,
Electricity,2014,2936470.0,6951,3,6.1,908.0,96,Drama,,
En duva satt p&aring; en gren och funderade p&aring; tillvaron,2014,1883180.0,5965,1,6.9,19665.0,101,Comedy,Drama,Fantasy
Endless Love,2014,2318092.0,11236,1,6.2,47659.0,104,Drama,Mystery,Romance
"Equalizer, The",2014,455944.0,5782,1,7.2,422713.0,132,Action,Crime,Thriller
Escobar: Paradise Lost,2014,2515030.0,6331,2,6.5,23411.0,120,Crime,Drama,History
Every Secret Thing,2014,1706598.0,6860,3,6.1,9223.0,93,Crime,Drama,Mystery
Exodus: Gods and Kings,2014,1528100.0,6019,2,6.0,179563.0,150,Action,Adventure,Drama
"Expendables 3, The",2014,2333784.0,5705,0,6.1,196682.0,126,Action,Adventure,Thriller
Extirpador de Idolatrias,2014,3010990.0,8689,3,6.7,29.0,86,Drama,Fantasy,Mystery
"Falling, The",2014,3294200.0,6499,3,5.3,7982.0,102,Drama,Mystery,Thriller
"Fault in Our Stars, The",2014,2582846.0,5456,3,7.7,402069.0,126,Drama,Romance,
Faults,2014,3021360.0,6989,3,6.7,10846.0,89,Drama,Mystery,Thriller
Feher isten,2014,2844798.0,6219,3,6.8,17100.0,121,Adventure,Drama,Thriller
Fields of the Dead,2014,3186838.0,5157,3,2.6,668.0,84,Horror,,
Fort Tilden,2014,3457734.0,7459,1,5.6,1617.0,98,Comedy,,
Foxcatcher,2014,1100089.0,5942,1,7.0,149523.0,134,Biography,Drama,History
"Frame, The",2014,2567038.0,7516,3,6.5,3981.0,127,Crime,Drama,Fantasy
Frank,2014,1605717.0,5720,1,6.9,82460.0,95,Comedy,Drama,Music
Frozen in Time,2014,4150316.0,5993,0,5.6,109.0,46,Adventure,Animation,Family
Fury,2014,2713180.0,5862,1,7.6,549398.0,134,Action,Drama,War
"Gabby Douglas Story, The",2014,3386954.0,7314,1,6.9,1843.0,86,Biography,Drama,Sport
Gekijouban Hakuouki: Dainishou shikon soukyou,2014,5825186.0,9522,0,6.7,126.0,87,Animation,,
Get On Up,2014,2473602.0,5721,2,6.9,26180.0,139,Biography,Drama,Music
Girlhood,2014,3655522.0,6198,3,7.0,10071.0,113,Drama,,
Girltrash: All Night Long,2014,1555440.0,7633,3,6.2,1460.0,86,Comedy,Crime,Drama
"Giver, The",2014,435651.0,5700,3,6.4,125837.0,97,Drama,Romance,Sci-Fi
God Help the Girl,2014,2141751.0,5753,3,6.4,9249.0,112,Drama,Music,Romance
God&#39;s Not Dead,2014,2528814.0,5337,3,4.6,45064.0,113,Adventure,Comedy,Drama
God&#39;s Pocket,2014,2920808.0,6178,1,6.1,12450.0,88,Crime,Drama,
Godzilla,2014,831387.0,5466,2,6.4,442578.0,123,Action,Adventure,Sci-Fi
Golden Era,2014,3696086.0,6773,2,6.4,1256.0,177,Biography,Drama,Romance
Gone Girl,2014,2267998.0,5801,3,8.1,1070956.0,149,Drama,Mystery,Thriller
"Good Lie, The",2014,2652092.0,5832,3,7.4,30061.0,110,Biography,Drama,
Good People,2014,1361318.0,6035,3,5.5,17325.0,90,Action,Adventure,Crime
Grace of Monaco,2014,2095649.0,5515,3,5.7,21221.0,103,Biography,Drama,Romance
"Grand Budapest Hotel, The",2014,2278388.0,5229,1,8.1,889333.0,99,Adventure,Comedy,Crime
Guardians of the Galaxy,2014,2015381.0,5671,3,8.0,1276437.0,121,Action,Adventure,Comedy
Gueros,2014,3499048.0,6258,2,7.5,5126.0,106,Comedy,Drama,
H.,2014,3666210.0,7764,1,5.9,550.0,93,Drama,Sci-Fi,Thriller
Haider,2014,3390572.0,7713,2,8.0,57989.0,160,Action,Crime,Drama
Happy Christmas,2014,2955096.0,5870,3,5.4,8869.0,82,Comedy,Drama,
Hard Corner: Le Film,2014,3638604.0,5450,1,5.7,111.0,65,Comedy,,
Heaven Is For Real,2014,1929263.0,8330,2,5.8,28675.0,99,Biography,Drama,Family
Hector and the Search for Happiness,2014,1626146.0,5701,1,6.9,50564.0,114,Adventure,Comedy,Drama
Hercules,2014,1267297.0,5661,2,6.0,164644.0,98,Action,Adventure,Fantasy
Highway,2014,2980794.0,8739,0,7.6,30512.0,133,Crime,Drama,Romance
Hits,2014,3145220.0,6583,3,5.8,2008.0,96,Comedy,Drama,
"Hobbit: The Battle of the Five Armies, The",2014,2310332.0,5994,1,7.4,573713.0,144,Adventure,Fantasy,
Hoje Eu Quero Voltar Sozinho,2014,1702014.0,5388,3,7.9,27725.0,96,Drama,Romance,
"Homesman, The",2014,2398231.0,5982,1,6.6,35881.0,122,Drama,Western,
Horrible Bosses 2,2014,2170439.0,8331,1,6.3,185184.0,108,Comedy,Crime,
Housebound,2014,3504048.0,5730,3,6.7,37653.0,107,Comedy,Horror,Mystery
"Houses October Built, The",2014,1958043.0,6344,0,5.2,10596.0,91,Horror,Thriller,
How old are you?,2014,3734466.0,11225,3,7.1,1554.0,122,Drama,,
How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,2014,3812402.0,6845,3,6.9,581.0,109,Crime,Drama,Family
How to Train Your Dragon 2,2014,1646971.0,5618,1,7.8,365030.0,102,Action,Adventure,Animation
"Hundred-Foot Journey, The",2014,2980648.0,5692,3,7.3,87784.0,122,Comedy,Drama,
"Hunger Games: Mockingjay - Part 1, The",2014,1951265.0,5931,3,6.6,504597.0,123,Action,Adventure,Sci-Fi
Hungry Hearts,2014,3344922.0,6672,2,6.5,5956.0,109,Drama,Romance,Thriller
I Origins,2014,2884206.0,6045,3,7.3,133913.0,106,Drama,Mystery,Romance
"I, Frankenstein",2014,1418377.0,5218,1,5.1,84006.0,92,Action,Fantasy,Sci-Fi
"Ich seh, Ich seh",2014,3086442.0,6459,0,6.7,59976.0,99,Horror,Mystery,Thriller
If I Stay,2014,1355630.0,5722,3,6.7,128438.0,107,Drama,Fantasy,Music
"Imitation Game, The",2014,2084970.0,5941,2,8.0,827149.0,114,Biography,Drama,Thriller
In the Courtyard,2014,2593224.0,6642,3,6.3,1449.0,97,Comedy,Drama,
"Inbetweeners 2, The",2014,3097204.0,5826,1,6.4,46589.0,96,Comedy,,
Infinitely Polar Bear,2014,1969062.0,6385,3,6.9,17065.0,90,Comedy,Drama,Romance
Inherent Vice,2014,1791528.0,5922,1,6.6,110940.0,148,Comedy,Crime,Drama
Innocence,2014,1724965.0,6668,3,4.5,1406.0,96,Fantasy,Horror,Mystery
Interstellar,2014,816692.0,5902,3,8.7,2111636.0,169,Adventure,Drama,Sci-Fi
"Interview, The",2014,2788710.0,6001,1,6.5,355632.0,112,Action,Adventure,Comedy
Into the Storm,2014,2106361.0,5679,3,5.8,71632.0,89,Action,Adventure,Drama
Into the Woods,2014,2180411.0,6000,3,5.9,148247.0,125,Adventure,Comedy,Drama
Into the Woods,2014,2180411.0,8702,3,5.9,148247.0,125,Adventure,Comedy,Drama
It Follows,2014,3235888.0,6518,3,6.8,270065.0,100,Horror,Mystery,Thriller
Jack Ryan: Shadow Recruit,2014,1205537.0,5090,1,6.2,138423.0,105,Action,Drama,Thriller
Jacky in the kingdom of women,2014,2382422.0,8099,3,6.1,2693.0,87,Comedy,,
Jersey Boys,2014,1742044.0,5649,2,6.8,36783.0,134,Biography,Drama,Music
Jimmy&#39;s Hall,2014,3110960.0,5678,1,6.7,6969.0,109,Biography,Drama,History
Joe,2014,2382396.0,5396,2,6.8,51296.0,117,Crime,Drama,Thriller
John Wick,2014,2911666.0,5897,1,7.4,741585.0,101,Action,Crime,Thriller
Jongens,2014,3318220.0,7133,1,7.4,16215.0,78,Drama,Romance,Sport
Ju-on: Owari no hajimari,2014,3572132.0,6885,3,5.1,1720.0,91,Horror,,
"Judge, The",2014,1872194.0,5838,2,7.4,205799.0,141,Crime,Drama,Mystery
Kingsman: The Secret Service,2014,2802144.0,6108,3,7.7,717876.0,129,Action,Adventure,Comedy
Kraftidioten,2014,2675914.0,5900,1,7.1,29192.0,116,Action,Comedy,Crime
"Kumiko, the Treasure Hunter",2014,3263614.0,6348,3,6.6,12443.0,105,Drama,,
La belle et la bete,2014,2316801.0,7575,3,6.4,22554.0,112,Drama,Family,Fantasy
La cr&egrave;me de la cr&egrave;me,2014,2536428.0,5408,3,5.8,1502.0,90,Comedy,Drama,
La isla minima,2014,3253930.0,6370,2,7.2,36541.0,105,Crime,Mystery,Thriller
Laggies,2014,2034031.0,5831,3,6.4,45873.0,99,Comedy,Drama,Romance
Land Ho!,2014,3283556.0,7007,3,6.0,2687.0,95,Adventure,Comedy,
"Last Five Years, The",2014,2474024.0,6252,1,5.9,10769.0,94,Comedy,Drama,Musical
Last Shift,2014,2965466.0,7885,3,5.8,23767.0,88,Horror,Mystery,
"Last: Naruto the Movie, The",2014,3717532.0,8119,2,7.6,17757.0,112,Action,Adventure,Animation
Le Paradis,2014,3971202.0,5848,0,6.3,147.0,68,\N,,
Learning to Drive,2014,3062976.0,6373,3,6.4,8223.0,90,Comedy,Drama,Romance
"Legend of Hercules, The",2014,1043726.0,5068,2,4.3,56269.0,99,Action,Adventure,Fantasy
"Lego Movie, The",2014,1490017.0,5132,3,7.7,389277.0,100,Action,Adventure,Animation
Let Us Prey,2014,3148348.0,6534,3,5.8,10770.0,92,Horror,Thriller,
Let&#39;s Be Cops,2014,1924435.0,5702,0,6.4,140131.0,104,Action,Comedy,Crime
Leviathan,2014,2802154.0,5978,3,7.6,57009.0,140,Crime,Drama,
Lies I Told My Little Sister,2014,2287861.0,5353,3,7.7,103.0,98,Comedy,Drama,
Life Of Riley,2014,2751390.0,5689,2,6.0,1368.0,108,Comedy,Drama,Romance
Life Partners,2014,2870808.0,6740,3,6.2,9244.0,93,Comedy,Drama,Romance
"Like Sunday, Like Rain",2014,3104818.0,6724,3,6.9,5069.0,104,Drama,Music,
Lizzie Borden Took An Ax,2014,3118958.0,5175,3,5.8,5660.0,87,Biography,Crime,Drama
"Lookalike, The",2014,2497980.0,7849,3,5.3,2919.0,100,Crime,Thriller,
Love &amp; Mercy,2014,903657.0,6305,2,7.4,42700.0,121,Biography,Drama,Music
Love Is Strange,2014,2639344.0,6195,2,6.7,13325.0,94,Drama,Romance,
"Love, Rosie",2014,1638002.0,6188,3,7.1,156073.0,102,Comedy,Romance,
Lucy,2014,2872732.0,5650,3,6.4,536178.0,89,Action,Sci-Fi,Thriller
Lugen,2014,2618500.0,5765,3,5.1,181.0,106,Comedy,Drama,
Lust for Love,2014,2106529.0,6524,3,5.6,1590.0,85,Comedy,Romance,
Magic in the Moonlight,2014,2870756.0,5947,3,6.5,71008.0,97,Comedy,Drama,Romance
Magical Girl,2014,3089326.0,6143,3,7.2,7511.0,127,Drama,Thriller,
Maleficent,2014,1587310.0,5510,3,6.9,401054.0,97,Action,Adventure,Drama
Mange tes morts,2014,3720802.0,5847,0,6.3,521.0,94,Drama,Thriller,
Maps to the Stars,2014,2172584.0,5764,3,6.2,42932.0,111,Comedy,Drama,Mystery
Margarita with a Straw,2014,2929690.0,7537,3,7.2,4113.0,100,Crime,Drama,
Mass Extinction: Life at the Brink,2014,4264406.0,10056,0,7.8,60.0,46,Documentary,,
"Maze Runner, The",2014,1790864.0,5755,1,6.8,512067.0,113,Action,Mystery,Sci-Fi
Meet the Mormons,2014,4003774.0,10970,3,6.5,2047.0,78,Documentary,,
Mega Shark vs. Mecha Shark,2014,3152098.0,5418,3,2.6,3460.0,85,Action,Adventure,Comedy
Mercenaries,2014,3598222.0,6551,3,3.7,2764.0,89,Action,Adventure,
Million Dollar Arm,2014,1647668.0,5387,1,7.0,47901.0,124,Biography,Drama,Family
Miss Meadows,2014,3128900.0,6600,3,5.8,10113.0,88,Comedy,Crime,Drama
Mommy,2014,3612616.0,6007,3,8.0,61998.0,139,Drama,,
Moms&#39; Night Out,2014,3014666.0,5737,3,5.3,14507.0,98,Comedy,,
"Monuments Men, The",2014,2177771.0,5144,0,6.1,141644.0,118,Comedy,Drama,War
Moomins on the Riviera,2014,2371399.0,10162,3,6.0,1492.0,80,Animation,Comedy,Family
Mr. Peabody and Sherman,2014,864835.0,5221,1,6.8,78079.0,92,Adventure,Animation,Comedy
Mr. Turner,2014,2473794.0,6009,1,6.8,27233.0,150,Biography,Drama,History
Muppets Most Wanted,2014,2281587.0,5482,1,6.4,37114.0,107,Adventure,Comedy,Crime
My Father Must Die,2014,3368814.0,6179,3,5.5,1180.0,85,Crime,Mystery,Thriller
My Little Pony: Equestria Girls - Rainbow Rocks,2014,3529198.0,5810,3,7.0,3622.0,75,Adventure,Animation,Comedy
My Old Lady,2014,2908856.0,6266,3,6.4,10040.0,107,Comedy,Drama,Romance
Nar dyrene drommer,2014,2818178.0,7431,1,5.8,4048.0,84,Drama,Fantasy,Horror
Near Death Experience,2014,3800012.0,6208,0,5.9,370.0,87,Comedy,Drama,
Need for Speed,2014,2369135.0,5693,1,6.4,178822.0,132,Action,Crime,Thriller
Neighbors,2014,2004420.0,5487,3,6.3,329995.0,97,Comedy,,
Night at the Museum: Secret of the Tomb,2014,2692250.0,8236,1,6.2,135966.0,98,Adventure,Comedy,Family
Nightcrawler,2014,2872718.0,5887,3,7.8,606600.0,117,Crime,Drama,Thriller
No Good Deed,2014,2011159.0,5813,3,5.6,22069.0,84,Crime,Drama,Horror
Noah,2014,1959490.0,5348,3,5.8,267472.0,138,Action,Adventure,Drama
Non-Stop,2014,2024469.0,5217,3,6.9,276964.0,106,Action,Mystery,Thriller
"Normal Heart, The",2014,1684226.0,6124,1,7.9,37845.0,132,Biography,Drama,History
Not Cool,2014,3569356.0,6747,3,3.5,5954.0,93,Comedy,Drama,Romance
"November Man, The",2014,2402157.0,5729,1,6.3,70699.0,108,Action,Adventure,Crime
"Nut Job, The",2014,1821658.0,10255,3,5.7,30289.0,85,Adventure,Animation,Comedy
Obvious Child,2014,2910274.0,5590,3,6.7,26363.0,84,Comedy,Drama,Romance
Ocho apellidos vascos,2014,2955316.0,6268,1,6.5,18571.0,98,Comedy,Romance,
Oculus,2014,2388715.0,5416,3,6.5,140084.0,104,Horror,Mystery,Thriller
Omoide no Mani (When Marnie Was There),2014,3398268.0,6304,3,7.6,48214.0,103,Animation,Drama,Family
"One I Love, The",2014,2756032.0,5724,3,7.0,43645.0,91,Comedy,Drama,Fantasy
"Other Woman, The",2014,2203939.0,5423,3,6.0,150371.0,109,Comedy,Romance,
Ouija,2014,1204977.0,5981,3,4.5,57087.0,89,Horror,Mystery,Thriller
Our RoboCop Remake,2014,3528906.0,5307,3,6.4,506.0,108,Action,Comedy,Crime
Out in the Night,2014,3717242.0,8561,3,7.2,110.0,75,Biography,Crime,Documentary
Out of the Dark,2014,2872724.0,7594,3,4.8,4599.0,92,Horror,Mystery,Thriller
Outcast,2014,1552224.0,6416,3,4.6,14327.0,99,Action,Adventure,Thriller
PK,2014,2338151.0,9659,2,8.1,201811.0,153,Comedy,Drama,Sci-Fi
"Pa Boys, The",2014,3515892.0,5214,2,6.9,89.0,93,Drama,Music,
Paddington,2014,1109624.0,5997,3,7.3,134170.0,95,Adventure,Comedy,Family
Pane e burlesque,2014,3284618.0,6247,3,5.1,214.0,86,Comedy,,
Paper Planes,2014,3328716.0,6501,1,6.2,4769.0,96,Drama,Family,
Parallels,2014,3479316.0,6139,3,6.0,15063.0,83,Action,Sci-Fi,
Paranormal Activity: The Marked Ones,2014,2473682.0,5219,2,5.0,45574.0,84,Horror,Mystery,
Penguins of Madagascar,2014,1911658.0,5950,0,6.6,102625.0,92,Action,Adventure,Animation
Perfect Sisters,2014,2027231.0,7692,3,5.6,7124.0,96,Crime,Drama,Thriller
